"SG_UF","nome_curso_clean","cbo_4dig","E_uf_cbo","LQ","cbo_familia","IDX_EIXCUR","Eixo Tecnológico","Área Tecnológica","Denominação do Curso","QT_MAT_CURSO_TEC_EST","QT_MAT_CURSO_TEC_FED","QT_MAT_CURSO_TEC_MUN","QT_MAT_CURSO_TEC_PRI","QT_MAT_CURSO_TEC_TOT"
"SP","Alimentos","7664",653,1.40999166445732,"Trabalhadores de laboratório fotográfico e radiológico","08002","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Alimentos",18292,3511,0,6521,28324
"SP","Alimentos","7683",2935,1.32212126820686,"Trabalhadores artesanais da confecção de calçados e artefatos de couros e peles","08002","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Alimentos",18292,3511,0,6521,28324
"SP","Análises Clínicas","8181",8990,1.03379642390172,"Laboratoristas industriais auxiliares","01002","Ambiente e Saúde","Gestão e Promoção da Saúde e Bem-Estar","Técnico em Análises Clínicas",NA,NA,NA,NA,NA
"SP","Arquivo","8181",8990,1.03379642390172,"Laboratoristas industriais auxiliares","03002","Desenvolvimento Educacional e Social","Gestão Educacional","Técnico em Arquivo",90,0,0,0,90
"SP","Artes Circenses","7202",8074,1.42100811211066,"Supervisores da fabricação e montagem metalmecânica","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,37,37
"SP","Artes Circenses","7211",12132,1.64055876778639,"Ferramenteiros e afins","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,37,37
"SP","Artes Circenses","7241",28506,1.07755353182912,"Encanadores e instaladores de tubulações","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,37,37
"SP","Artes Circenses","7250",12216,1.23730382288382,"Ajustadores mecânicos polivalentes e afins","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,37,37
"SP","Artes Circenses","7502",506,2.44880934923687,"Supervisores de vidraria, cerâmica e afins","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,37,37
"SP","Artes Circenses","7523",13617,2.00171071841409,"Ceramistas (preparação e fabricação)","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,37,37
"SP","Artes Circenses","7524",1470,2.65058925546966,"Vidreiros e ceramistas (arte e decoração)","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,37,37
"SP","Artes Circenses","7605",823,1.1131857638646,"Supervisores da confecção de artefatos de tecidos, couros e afins","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,37,37
"SP","Artes Circenses","7620",1157,1.45301278506422,"Trabalhadores polivalentes do curtimento de couros e peles","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,37,37
"SP","Artes Circenses","7643",3386,1.37644890983948,"Trabalhadores de acabamento de calçados","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,37,37
"SP","Artes Circenses","7651",1622,1.42795419973946,"Trabalhadores da preparação de artefatos de tecidos, couros e tapeçaria","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,37,37
"SP","Artes Circenses","7653",1445,1.66978528628401,"Operadores de máquinas na confecção de artefatos de  couro","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,37,37
"SP","Artes Circenses","7654",1132,1.60682703499256,"Trabalhadores do acabamento de artefatos de tecidos e couros","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,37,37
"SP","Artes Circenses","7683",2935,1.32212126820686,"Trabalhadores artesanais da confecção de calçados e artefatos de couros e peles","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,37,37
"SP","Artes Circenses","8114",3789,1.98212383808056,"Operadores de equipamentos de destilação, evaporação e reação","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,37,37
"SP","Artes Circenses","8231",1477,1.6615135867323,"Operadores na preparação de massas para abrasivo, vidro, cerâmica, porcelana e materiais de construção","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,37,37
"SP","Artes Circenses","8413",6942,3.02879567018309,"Trabalhadores na fabricação e refino de açúcar","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,37,37
"SP","Artes Circenses","8417",2177,1.24593153801757,"Trabalhadores na fabricação de cachaça, cerveja, vinhos e outras bebidas","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,37,37
"SP","Artes Circenses","8418",17986,1.44746462554592,"Operadores de equipamentos na fabricação de pães, massas alimentícias, doces, chocolates e achocolatados","09001","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Circenses",0,0,0,37,37
"SP","Artes Visuais","7411",2799,1.19932344456541,"Mecânicos de instrumentos de precisão","09002","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Visuais",0,0,1131,1056,2187
"SP","Artes Visuais","7510",985,1.6217766841764,"Joalheiros e lapidadores de gemas","09002","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Visuais",0,0,1131,1056,2187
"SP","Artes Visuais","7511",3494,2.25267909834697,"Artesãos de metais preciosos e semipreciosos","09002","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Visuais",0,0,1131,1056,2187
"SP","Artes Visuais","7751",1358,1.13656892172206,"Trabalhadores de arte e  do acabamento em madeira do mobiliário","09002","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Visuais",0,0,1131,1056,2187
"SP","Artes Visuais","7764",692,1.79727664642869,"Confeccionadores de artefatos de madeira, móveis de vime e afins","09002","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Visuais",0,0,1131,1056,2187
"SP","Artes Visuais","7801",2587,1.47104573262905,"Supervisores de trabalhadores de embalagem e etiquetagem","09002","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Visuais",0,0,1131,1056,2187
"SP","Artes Visuais","8102",3927,1.60307876538092,"Supervisores de produção em indústrias de transformação de plásticos e borrachas","09002","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Visuais",0,0,1131,1056,2187
"SP","Artes Visuais","8111",7945,1.74634711424634,"Operadores de equipamentos de moagem e mistura de materiais (tratamentos químicos e afins)","09002","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Visuais",0,0,1131,1056,2187
"SP","Artes Visuais","8117",40984,1.59693771976559,"Operadores de instalações e máquinas de produtos plásticos, de borracha e moldadores de parafinas","09002","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Visuais",0,0,1131,1056,2187
"SP","Artes Visuais","8202",2190,1.56773695713583,"Supervisores na fabricação de materiais para construção (vidros e cerâmicas)","09002","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artes Visuais",0,0,1131,1056,2187
"SP","Artesanato","7202",8074,1.42100811211066,"Supervisores da fabricação e montagem metalmecânica","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","7224",3056,1.86196438025393,"Trabalhadores de trefilação e estiramento de metais puros e ligas metálicas","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","7255",15923,1.28623720087709,"Montadores de veículos automotores (linha de montagem)","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","7301",4268,1.23704807561728,"Supervisores de montagens e instalações eletroeletrônicas","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","7502",506,2.44880934923687,"Supervisores de vidraria, cerâmica e afins","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","7522",2052,1.12237259338939,"Trabalhadores da transformação de vidros planos","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","7524",1470,2.65058925546966,"Vidreiros e ceramistas (arte e decoração)","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","7601",3941,1.29451445205015,"Supervisores da indústria têxtil","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","7603",4503,1.17778900925361,"Supervisores na confecção do vestuário","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","7605",823,1.1131857638646,"Supervisores da confecção de artefatos de tecidos, couros e afins","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","7606",1846,1.7503416816589,"Supervisores das artes gráficas","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","7612",4447,1.4210168903932,"Operadores da fiação","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","7614",5393,1.17124443001475,"Trabalhadores de acabamento, tingimento e estamparia das indústrias têxteis","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","7618",5964,1.04783794839047,"Inspetores e revisores de produção têxtil","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","7654",1132,1.60682703499256,"Trabalhadores do acabamento de artefatos de tecidos e couros","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","7682",534,1.38036945100897,"Trabalhadores artesanais da confecção de peças e tecidos","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","7801",2587,1.47104573262905,"Supervisores de trabalhadores de embalagem e etiquetagem","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","7842",432275,1.0763338697998,"Alimentadores de linhas de produção","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","8101",3747,1.68765771685177,"Supervisores de produção em indústrias químicas, petroquímicas e afins","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","8102",3927,1.60307876538092,"Supervisores de produção em indústrias de transformação de plásticos e borrachas","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","8103",1333,1.86450798480421,"Supervisores de produção em indústrias de produtos farmacêuticos, cosméticos e afins","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","8202",2190,1.56773695713583,"Supervisores na fabricação de materiais para construção (vidros e cerâmicas)","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","8231",1477,1.6615135867323,"Operadores na preparação de massas para abrasivo, vidro, cerâmica, porcelana e materiais de construção","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Artesanato","8232",3913,1.97255750872192,"Operadores de equipamentos de fabricação  e beneficiamento de cristais, vidros, cerâmicas, porcelanas, fibras de vidro, abrasivos e afins","09003","Produção Cultural e Design","Manifestações Artísticas","Técnico em Artesanato",0,0,92,0,92
"SP","Automação Industrial","7202",8074,1.42100811211066,"Supervisores da fabricação e montagem metalmecânica","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",43022,19388,838,19344,82592
"SP","Automação Industrial","7212",80516,1.58808124549326,"Preparadores e operadores de máquinas-ferramenta convencionais","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",43022,19388,838,19344,82592
"SP","Automação Industrial","7221",1874,1.09039930641034,"Trabalhadores de forjamento de metais","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",43022,19388,838,19344,82592
"SP","Automação Industrial","7256",2164,6.30785913792528,"Montadores de sistemas e estruturas de aeronaves","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",43022,19388,838,19344,82592
"SP","Automação Industrial","7301",4268,1.23704807561728,"Supervisores de montagens e instalações eletroeletrônicas","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",43022,19388,838,19344,82592
"SP","Automação Industrial","7311",42637,1.0907687137413,"Montadores de equipamentos eletroeletrônicos","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",43022,19388,838,19344,82592
"SP","Automação Industrial","7411",2799,1.19932344456541,"Mecânicos de instrumentos de precisão","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",43022,19388,838,19344,82592
"SP","Automação Industrial","7502",506,2.44880934923687,"Supervisores de vidraria, cerâmica e afins","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",43022,19388,838,19344,82592
"SP","Automação Industrial","7613",11350,1.45842719742421,"Operadores de tear e máquinas similares","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",43022,19388,838,19344,82592
"SP","Automação Industrial","7811",1227,1.78870454924023,"Condutores de processos robotizados","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",43022,19388,838,19344,82592
"SP","Automação Industrial","7841",82720,1.1570430298953,"Trabalhadores de embalagem e de etiquetagem","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",43022,19388,838,19344,82592
"SP","Automação Industrial","8202",2190,1.56773695713583,"Supervisores na fabricação de materiais para construção (vidros e cerâmicas)","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",43022,19388,838,19344,82592
"SP","Automação Industrial","8417",2177,1.24593153801757,"Trabalhadores na fabricação de cachaça, cerveja, vinhos e outras bebidas","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",43022,19388,838,19344,82592
"SP","Automação Industrial","8418",17986,1.44746462554592,"Operadores de equipamentos na fabricação de pães, massas alimentícias, doces, chocolates e achocolatados","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",43022,19388,838,19344,82592
"SP","Automação Industrial","8612",540,1.03603056689286,"Operadores de instalações de distribuição de energia elétrica","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",43022,19388,838,19344,82592
"SP","Automação Industrial","9112",10267,1.09059207431526,"Mecânicos de manutenção e instalação de aparelhos de  climatização e refrigeração","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",43022,19388,838,19344,82592
"SP","Automação Industrial","9141",3340,1.58314837926794,"Mecânicos de manutenção aeronáutica","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",43022,19388,838,19344,82592
"SP","Automação Industrial","9151",1440,1.25859556201237,"Técnicos em manutenção e reparação de instrumentos de medição e precisão","02001","Controle e Processos Industriais","Eletrônica e Automação","Técnico em Automação Industrial",43022,19388,838,19344,82592
"SP","Açúcar e Álcool","7253",1886,1.15337448448157,"Montadores de máquinas pesadas e equipamentos agrícolas","10001","Produção Industrial","Química","Técnico em Açúcar e Álcool",13654,789,110,3120,17673
"SP","Canto","7224",3056,1.86196438025393,"Trabalhadores de trefilação e estiramento de metais puros e ligas metálicas","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",2057,0,1039,939,4035
"SP","Canto","7252",15887,1.14514932892166,"Montadores de máquinas industriais","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",2057,0,1039,939,4035
"SP","Canto","7603",4503,1.17778900925361,"Supervisores na confecção do vestuário","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",2057,0,1039,939,4035
"SP","Canto","7605",823,1.1131857638646,"Supervisores da confecção de artefatos de tecidos, couros e afins","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",2057,0,1039,939,4035
"SP","Canto","7612",4447,1.4210168903932,"Operadores da fiação","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",2057,0,1039,939,4035
"SP","Canto","7613",11350,1.45842719742421,"Operadores de tear e máquinas similares","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",2057,0,1039,939,4035
"SP","Canto","7631",28285,1.03410888805128,"Trabalhadores da preparação da confecção de roupas","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",2057,0,1039,939,4035
"SP","Canto","7633",10701,1.02250740921303,"Operadores de máquinas para bordado e acabamento de roupas","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",2057,0,1039,939,4035
"SP","Canto","7653",1445,1.66978528628401,"Operadores de máquinas na confecção de artefatos de  couro","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",2057,0,1039,939,4035
"SP","Canto","7654",1132,1.60682703499256,"Trabalhadores do acabamento de artefatos de tecidos e couros","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",2057,0,1039,939,4035
"SP","Canto","7663",19597,1.67664391693952,"Trabalhadores do acabamento gráfico","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",2057,0,1039,939,4035
"SP","Canto","7751",1358,1.13656892172206,"Trabalhadores de arte e  do acabamento em madeira do mobiliário","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",2057,0,1039,939,4035
"SP","Canto","8114",3789,1.98212383808056,"Operadores de equipamentos de destilação, evaporação e reação","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",2057,0,1039,939,4035
"SP","Canto","8211",999,1.11114486125712,"Operadores de instalações de sinterização","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",2057,0,1039,939,4035
"SP","Canto","8301",952,1.38819297311129,"Supervisores da fabricação de celulose e papel","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",2057,0,1039,939,4035
"SP","Canto","8311",1225,1.73061378920851,"Preparadores de pasta para fabricação de papel","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",2057,0,1039,939,4035
"SP","Canto","8321",8657,1.57534346632297,"Operadores de máquinas de fabricar papel e papelão","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",2057,0,1039,939,4035
"SP","Canto","8331",5708,1.46625115264591,"Operadores de máquinas na fabricação de produtos de papel e papelão","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",2057,0,1039,939,4035
"SP","Canto","8332",664,1.5310616379076,"Trabalhadores artesanais de produtos de papel e papelão","09004","Produção Cultural e Design","Manifestações Artísticas","Técnico em Canto",2057,0,1039,939,4035
"SP","Cenografia","7605",823,1.1131857638646,"Supervisores da confecção de artefatos de tecidos, couros e afins","09005","Produção Cultural e Design","Design","Técnico em Cenografia",0,0,0,0,0
"SP","Cenografia","7606",1846,1.7503416816589,"Supervisores das artes gráficas","09005","Produção Cultural e Design","Design","Técnico em Cenografia",0,0,0,0,0
"SP","Cenografia","7620",1157,1.45301278506422,"Trabalhadores polivalentes do curtimento de couros e peles","09005","Produção Cultural e Design","Design","Técnico em Cenografia",0,0,0,0,0
"SP","Cenografia","7622",679,1.89490293702653,"Trabalhadores do curtimento de couros e peles","09005","Produção Cultural e Design","Design","Técnico em Cenografia",0,0,0,0,0
"SP","Cenografia","7643",3386,1.37644890983948,"Trabalhadores de acabamento de calçados","09005","Produção Cultural e Design","Design","Técnico em Cenografia",0,0,0,0,0
"SP","Cenografia","7651",1622,1.42795419973946,"Trabalhadores da preparação de artefatos de tecidos, couros e tapeçaria","09005","Produção Cultural e Design","Design","Técnico em Cenografia",0,0,0,0,0
"SP","Cenografia","7653",1445,1.66978528628401,"Operadores de máquinas na confecção de artefatos de  couro","09005","Produção Cultural e Design","Design","Técnico em Cenografia",0,0,0,0,0
"SP","Cenografia","7654",1132,1.60682703499256,"Trabalhadores do acabamento de artefatos de tecidos e couros","09005","Produção Cultural e Design","Design","Técnico em Cenografia",0,0,0,0,0
"SP","Cenografia","7661",6506,1.31042128890936,"Trabalhadores da pré-impressão gráfica","09005","Produção Cultural e Design","Design","Técnico em Cenografia",0,0,0,0,0
"SP","Cenografia","7662",18212,1.33908539070826,"Trabalhadores da impressão gráfica","09005","Produção Cultural e Design","Design","Técnico em Cenografia",0,0,0,0,0
"SP","Cenografia","7663",19597,1.67664391693952,"Trabalhadores do acabamento gráfico","09005","Produção Cultural e Design","Design","Técnico em Cenografia",0,0,0,0,0
"SP","Cenografia","7683",2935,1.32212126820686,"Trabalhadores artesanais da confecção de calçados e artefatos de couros e peles","09005","Produção Cultural e Design","Design","Técnico em Cenografia",0,0,0,0,0
"SP","Cenografia","7801",2587,1.47104573262905,"Supervisores de trabalhadores de embalagem e etiquetagem","09005","Produção Cultural e Design","Design","Técnico em Cenografia",0,0,0,0,0
"SP","Cenografia","7842",432275,1.0763338697998,"Alimentadores de linhas de produção","09005","Produção Cultural e Design","Design","Técnico em Cenografia",0,0,0,0,0
"SP","Cenografia","8332",664,1.5310616379076,"Trabalhadores artesanais de produtos de papel e papelão","09005","Produção Cultural e Design","Design","Técnico em Cenografia",0,0,0,0,0
"SP","Cervejaria","7606",1846,1.7503416816589,"Supervisores das artes gráficas","08003","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Cervejaria",0,105,0,13,118
"SP","Cervejaria","7612",4447,1.4210168903932,"Operadores da fiação","08003","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Cervejaria",0,105,0,13,118
"SP","Cervejaria","7663",19597,1.67664391693952,"Trabalhadores do acabamento gráfico","08003","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Cervejaria",0,105,0,13,118
"SP","Cervejaria","7801",2587,1.47104573262905,"Supervisores de trabalhadores de embalagem e etiquetagem","08003","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Cervejaria",0,105,0,13,118
"SP","Cervejaria","7841",82720,1.1570430298953,"Trabalhadores de embalagem e de etiquetagem","08003","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Cervejaria",0,105,0,13,118
"SP","Cervejaria","7842",432275,1.0763338697998,"Alimentadores de linhas de produção","08003","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Cervejaria",0,105,0,13,118
"SP","Cervejaria","8111",7945,1.74634711424634,"Operadores de equipamentos de moagem e mistura de materiais (tratamentos químicos e afins)","08003","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Cervejaria",0,105,0,13,118
"SP","Cervejaria","8118",12025,1.61304942399741,"Operadores de máquinas e instalações de produtos farmacêuticos, cosméticos e afins","08003","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Cervejaria",0,105,0,13,118
"SP","Cervejaria","8332",664,1.5310616379076,"Trabalhadores artesanais de produtos de papel e papelão","08003","Produção Alimentícia","Este Eixo Tecnológico não possui divisão em Áreas Tecnológicas.","Técnico em Cervejaria",0,105,0,13,118
